,genre1,genre2,diff,norm_diff
0,Action,Adventure,9.64365076099,1.65677362323
1,Action,Animation,6.48074069841,1.38500350098
2,Action,Biography,9.64365076099,1.65677362323
3,Action,Crime,10.0995049384,1.69594247188
4,Action,Documentary,9.64365076099,1.65677362323
5,Action,Drama,10.0995049384,1.69594247188
6,Action,Family,13.638181697,2.0
7,Action,Horror,10.0995049384,1.69594247188
8,Action,Mystery,10.0995049384,1.69594247188
9,Action,Romance,9.64365076099,1.65677362323
10,Action,Sci-Fi,6.48074069841,1.38500350098
11,Action,Sport,9.64365076099,1.65677362323
12,Action,Thriller,10.0995049384,1.69594247188
13,Action,War,9.64365076099,1.65677362323
14,Adventure,Action,9.64365076099,1.65677362323
15,Adventure,Animation,2.2360679775,1.02028392266
17,Adventure,Crime,3.0,1.08592407526
19,Adventure,Drama,3.0,1.08592407526
20,Adventure,Family,9.64365076099,1.65677362323
21,Adventure,Horror,3.0,1.08592407526
22,Adventure,Mystery,3.0,1.08592407526
26,Adventure,Thriller,3.0,1.08592407526
28,Animation,Action,6.48074069841,1.38500350098
29,Animation,Adventure,2.2360679775,1.02028392266
31,Animation,Crime,3.0,1.08592407526
33,Animation,Drama,3.0,1.08592407526
34,Animation,Family,6.48074069841,1.38500350098
35,Animation,Horror,3.0,1.08592407526
36,Animation,Mystery,3.0,1.08592407526
40,Animation,Thriller,3.0,1.08592407526
42,Biography,Action,9.64365076099,1.65677362323
45,Biography,Crime,3.0,1.08592407526
47,Biography,Drama,3.0,1.08592407526
48,Biography,Family,9.64365076099,1.65677362323
49,Biography,Horror,3.0,1.08592407526
50,Biography,Mystery,3.0,1.08592407526
54,Biography,Thriller,3.0,1.08592407526
56,Crime,Action,10.0995049384,1.69594247188
57,Crime,Adventure,3.0,1.08592407526
58,Crime,Animation,3.0,1.08592407526
59,Crime,Biography,3.0,1.08592407526
60,Crime,Documentary,3.0,1.08592407526
61,Crime,Drama,4.24264068712,1.19269682718
62,Crime,Family,10.0995049384,1.69594247188
63,Crime,Horror,2.85043856275,1.07307314707
64,Crime,Mystery,2.0,1.0
65,Crime,Romance,3.0,1.08592407526
66,Crime,Sci-Fi,3.0,1.08592407526
67,Crime,Sport,3.0,1.08592407526
68,Crime,Thriller,2.0,1.0
69,Crime,War,3.0,1.08592407526
70,Documentary,Action,9.64365076099,1.65677362323
74,Documentary,Crime,3.0,1.08592407526
75,Documentary,Drama,3.0,1.08592407526
76,Documentary,Family,9.64365076099,1.65677362323
77,Documentary,Horror,3.0,1.08592407526
78,Documentary,Mystery,3.0,1.08592407526
82,Documentary,Thriller,3.0,1.08592407526
84,Drama,Action,10.0995049384,1.69594247188
85,Drama,Adventure,3.0,1.08592407526
86,Drama,Animation,3.0,1.08592407526
87,Drama,Biography,3.0,1.08592407526
88,Drama,Crime,4.24264068712,1.19269682718
89,Drama,Documentary,3.0,1.08592407526
90,Drama,Family,10.0995049384,1.69594247188
91,Drama,Horror,2.0,1.0
92,Drama,Mystery,2.85043856275,1.07307314707
93,Drama,Romance,3.0,1.08592407526
94,Drama,Sci-Fi,3.0,1.08592407526
95,Drama,Sport,3.0,1.08592407526
96,Drama,Thriller,4.24264068712,1.19269682718
97,Drama,War,3.0,1.08592407526
98,Family,Action,13.638181697,2.0
99,Family,Adventure,9.64365076099,1.65677362323
100,Family,Animation,6.48074069841,1.38500350098
101,Family,Biography,9.64365076099,1.65677362323
102,Family,Crime,10.0995049384,1.69594247188
103,Family,Documentary,9.64365076099,1.65677362323
104,Family,Drama,10.0995049384,1.69594247188
105,Family,Horror,10.0995049384,1.69594247188
106,Family,Mystery,10.0995049384,1.69594247188
107,Family,Romance,9.64365076099,1.65677362323
108,Family,Sci-Fi,6.48074069841,1.38500350098
109,Family,Sport,9.64365076099,1.65677362323
110,Family,Thriller,10.0995049384,1.69594247188
111,Family,War,9.64365076099,1.65677362323
112,Horror,Action,10.0995049384,1.69594247188
113,Horror,Adventure,3.0,1.08592407526
114,Horror,Animation,3.0,1.08592407526
115,Horror,Biography,3.0,1.08592407526
116,Horror,Crime,2.85043856275,1.07307314707
117,Horror,Documentary,3.0,1.08592407526
118,Horror,Drama,2.0,1.0
119,Horror,Family,10.0995049384,1.69594247188
120,Horror,Mystery,2.0,1.0
121,Horror,Romance,3.0,1.08592407526
122,Horror,Sci-Fi,3.0,1.08592407526
123,Horror,Sport,3.0,1.08592407526
124,Horror,Thriller,4.24264068712,1.19269682718
125,Horror,War,3.0,1.08592407526
126,Mystery,Action,10.0995049384,1.69594247188
127,Mystery,Adventure,3.0,1.08592407526
128,Mystery,Animation,3.0,1.08592407526
129,Mystery,Biography,3.0,1.08592407526
130,Mystery,Crime,2.0,1.0
131,Mystery,Documentary,3.0,1.08592407526
132,Mystery,Drama,2.85043856275,1.07307314707
133,Mystery,Family,10.0995049384,1.69594247188
134,Mystery,Horror,2.0,1.0
135,Mystery,Romance,3.0,1.08592407526
136,Mystery,Sci-Fi,3.0,1.08592407526
137,Mystery,Sport,3.0,1.08592407526
138,Mystery,Thriller,2.85043856275,1.07307314707
139,Mystery,War,3.0,1.08592407526
140,Romance,Action,9.64365076099,1.65677362323
144,Romance,Crime,3.0,1.08592407526
146,Romance,Drama,3.0,1.08592407526
147,Romance,Family,9.64365076099,1.65677362323
148,Romance,Horror,3.0,1.08592407526
149,Romance,Mystery,3.0,1.08592407526
152,Romance,Thriller,3.0,1.08592407526
154,Sci-Fi,Action,6.48074069841,1.38500350098
158,Sci-Fi,Crime,3.0,1.08592407526
160,Sci-Fi,Drama,3.0,1.08592407526
161,Sci-Fi,Family,6.48074069841,1.38500350098
162,Sci-Fi,Horror,3.0,1.08592407526
163,Sci-Fi,Mystery,3.0,1.08592407526
166,Sci-Fi,Thriller,3.0,1.08592407526
168,Sport,Action,9.64365076099,1.65677362323
172,Sport,Crime,3.0,1.08592407526
174,Sport,Drama,3.0,1.08592407526
175,Sport,Family,9.64365076099,1.65677362323
176,Sport,Horror,3.0,1.08592407526
177,Sport,Mystery,3.0,1.08592407526
180,Sport,Thriller,3.0,1.08592407526
182,Thriller,Action,10.0995049384,1.69594247188
183,Thriller,Adventure,3.0,1.08592407526
184,Thriller,Animation,3.0,1.08592407526
185,Thriller,Biography,3.0,1.08592407526
186,Thriller,Crime,2.0,1.0
187,Thriller,Documentary,3.0,1.08592407526
188,Thriller,Drama,4.24264068712,1.19269682718
189,Thriller,Family,10.0995049384,1.69594247188
190,Thriller,Horror,4.24264068712,1.19269682718
191,Thriller,Mystery,2.85043856275,1.07307314707
192,Thriller,Romance,3.0,1.08592407526
193,Thriller,Sci-Fi,3.0,1.08592407526
194,Thriller,Sport,3.0,1.08592407526
195,Thriller,War,3.0,1.08592407526
196,War,Action,9.64365076099,1.65677362323
200,War,Crime,3.0,1.08592407526
202,War,Drama,3.0,1.08592407526
203,War,Family,9.64365076099,1.65677362323
204,War,Horror,3.0,1.08592407526
205,War,Mystery,3.0,1.08592407526
209,War,Thriller,3.0,1.08592407526
