,genre1,genre2,diff,norm_diff
0,Action,Adventure,0.153958066359,1.01447094201
1,Action,Animation,0.406080302714,1.11883603216
2,Action,Children,0.366907159783,1.10262045097
3,Action,Comedy,0.19229293278,1.03033952166
4,Action,Crime,0.170427671691,1.02128847572
5,Action,Documentary,0.721367012881,1.24934782837
6,Action,Drama,0.181708556754,1.02595815739
7,Action,Fantasy,0.194597704354,1.03129357354
8,Action,Film-Noir,1.25650347784,1.47086563743
9,Action,Horror,0.25375705468,1.05578237318
10,Action,IMAX,1.20661233804,1.4502133801
11,Action,Musical,0.545379353525,1.1764983717
12,Action,Mystery,0.236441800389,1.04861478613
13,Action,Romance,0.210966717935,1.03806946766
14,Action,Sci-Fi,0.160101500294,1.01701399432
15,Action,Thriller,0.132369063598,1.0055342522
16,Action,War,0.505303917876,1.15990928969
17,Action,Western,0.776827243732,1.27230539085
18,Adventure,Action,0.153958066359,1.01447094201
19,Adventure,Animation,0.329107209368,1.08697329787
20,Adventure,Children,0.308338000642,1.07837595885
21,Adventure,Comedy,0.178092590621,1.02446134126
22,Adventure,Crime,0.227058249781,1.04473049921
23,Adventure,Documentary,0.728886203932,1.25246037038
24,Adventure,Drama,0.194165552208,1.03111468572
25,Adventure,Fantasy,0.166287592195,1.01957470475
26,Adventure,Film-Noir,1.30040587633,1.48903887689
27,Adventure,Horror,0.317494473071,1.08216624758
28,Adventure,IMAX,1.94471897243,1.75574995853
29,Adventure,Musical,0.548539520868,1.17780651157
30,Adventure,Mystery,0.258657679884,1.0578109693
31,Adventure,Romance,0.224711055756,1.04375888671
32,Adventure,Sci-Fi,0.182532810908,1.02629935443
33,Adventure,Thriller,0.200643164827,1.03379607009
34,Adventure,War,0.530401472897,1.17029833205
35,Adventure,Western,0.737316970958,1.25595025598
36,Animation,Action,0.406080302714,1.11883603216
37,Animation,Adventure,0.329107209368,1.08697329787
38,Animation,Children,0.118999573476,1.0
39,Animation,Comedy,0.327760761784,1.08641594075
40,Animation,Crime,0.421047397673,1.12503160713
41,Animation,Documentary,0.714480490398,1.24649717724
42,Animation,Drama,0.400345060339,1.11646194927
43,Animation,Fantasy,0.291520265206,1.07141431794
44,Animation,Film-Noir,1.20129830971,1.44801365725
45,Animation,Horror,0.498806809028,1.15721983492
46,Animation,IMAX,2.26029358568,1.88638093119
47,Animation,Musical,0.543934083765,1.17590010749
48,Animation,Mystery,0.444234030722,1.13462963023
49,Animation,Romance,0.396009607184,1.11466730408
50,Animation,Sci-Fi,0.407399487653,1.11938210401
51,Animation,Thriller,0.40902312143,1.12005420135
52,Animation,War,0.638252445966,1.21494285325
53,Animation,Western,0.745740472215,1.25943713393
54,Children,Action,0.366907159783,1.10262045097
55,Children,Adventure,0.308338000642,1.07837595885
56,Children,Animation,0.118999573476,1.0
57,Children,Comedy,0.313989493144,1.08071537378
58,Children,Crime,0.384969709768,1.11009737838
59,Children,Documentary,0.814757600889,1.28800652535
60,Children,Drama,0.381927278361,1.10883797487
61,Children,Fantasy,0.255301008549,1.05642148731
62,Children,Film-Noir,1.13886194228,1.4221683482
63,Children,Horror,0.477791986562,1.14852082498
64,Children,IMAX,2.34239975138,1.92036848226
65,Children,Musical,0.513417411247,1.163267841
66,Children,Mystery,0.376262771039,1.1064931725
67,Children,Romance,0.378164884044,1.10728054532
68,Children,Sci-Fi,0.361827759847,1.10051785169
69,Children,Thriller,0.368980826672,1.1034788379
70,Children,War,0.612176335427,1.20414874137
71,Children,Western,0.714918244862,1.24667838412
72,Comedy,Action,0.19229293278,1.03033952166
73,Comedy,Adventure,0.178092590621,1.02446134126
74,Comedy,Animation,0.327760761784,1.08641594075
75,Comedy,Children,0.313989493144,1.08071537378
76,Comedy,Crime,0.204454986982,1.03537396012
77,Comedy,Documentary,0.702394119977,1.24149406781
78,Comedy,Drama,0.142213614236,1.00960936842
79,Comedy,Fantasy,0.20712657149,1.03647985289
80,Comedy,Film-Noir,1.37747399145,1.52094094511
81,Comedy,Horror,0.307392750188,1.07798467583
82,Comedy,IMAX,2.53477132225,2.0
83,Comedy,Musical,0.502392300775,1.1587040363
84,Comedy,Mystery,0.256587006147,1.05695382138
85,Comedy,Romance,0.135751422674,1.00693436754
86,Comedy,Sci-Fi,0.219621254728,1.04165198194
87,Comedy,Thriller,0.195443692182,1.03164376715
88,Comedy,War,0.507706575713,1.16090386123
89,Comedy,Western,0.621457133203,1.20799049413
90,Crime,Action,0.170427671691,1.02128847572
91,Crime,Adventure,0.227058249781,1.04473049921
92,Crime,Animation,0.421047397673,1.12503160713
93,Crime,Children,0.384969709768,1.11009737838
94,Crime,Comedy,0.204454986982,1.03537396012
